                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2015 University of Southern California                    

                                   CYCLOMATIC COMPLEXITY RESULTS                                   
                              Generated by UCC v.2015.12 on 9 12 2016                              
             UCC -d -t 30 -dir src "/Users/rishabhsharma/Downloads/GENERAL UCC/" -ascii             

                                          RESULTS BY FILE                                          

Cyclomatic Complexity
 Total_CC1 Total_CC2 Total_CC3 Average_CC1  Risk        |   Name
         1            1            1   Low         void GMainWindow::updateLog                                    |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         3            3            3   Low         void GMainWindow::updateProgress                               |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         5            5            5   Low         void GMainWindow::on_actionOpen_File_triggered                 |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         2            2            2   Low         void GMainWindow::on_actionEdit_Extensions_triggered           |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         1            1            1   Low         void GMainWindow::on_actionExit_triggered                      |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         3            3            3   Low         void GMainWindow::on_actionUser_Manual_triggered               |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         3            3            3   Low         void GMainWindow::on_actionRelease_Notes_triggered             |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         3            3            3   Low         void GMainWindow::on_actionLicense_triggered                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         2            2            2   Low         void GMainWindow::on_actionAbout_triggered                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         4            5            4   Low         void GMainWindow::on_btnAddFileA_clicked                       |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         4            5            4   Low         void GMainWindow::on_btnAddFileB_clicked                       |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         2            2            2   Low         void GMainWindow::on_btnRemoveFileA_clicked                    |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         2            2            2   Low         void GMainWindow::on_btnRemoveFileB_clicked                    |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         5            6            5   Low         void GMainWindow::on_btnAddFolderA_clicked                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         5            6            5   Low         void GMainWindow::on_btnAddFolderB_clicked                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         1            1            1   Low         void GMainWindow::listACustomContextMenuRequested              |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         1            1            1   Low         void GMainWindow::listBCustomContextMenuRequested              |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         2            2            2   Low         void GMainWindow::removeAllFilesA                              |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         2            2            2   Low         void GMainWindow::removeAllFilesB                              |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         1            1            1   Low         void GMainWindow::on_btnClearSelExt_clicked                    |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         2            2            2   Low         void GMainWindow::on_chkDifferencing_clicked                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         1            1            1   Low         void GMainWindow::on_chkModThreshold_clicked                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         1            1            1   Low         void GMainWindow::on_chkDupThreshold_clicked                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         1            1            1   Low         void GMainWindow::on_chkTruncThreshold_clicked                 |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         1            1            1   Low         void GMainWindow::on_chkRamLimit_clicked                       |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         1            1            1   Low         void GMainWindow::on_chkThreads_clicked                        |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         2            2            2   Low         void GMainWindow::on_btnBrowseOutputDir_clicked                |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         3            3            3   Low         void GMainWindow::on_chkExtensionFile_clicked                  |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         7            7            7   Low         void GMainWindow::on_btnBrowseExtensionFile_clicked            |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         1            1            1   Low         QStringList GMainWindow::getFilters                            |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         6            6            6   Low         void GMainWindow::getDefaultExtensions                         |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         1            1            1   Low         void GMainWindow::extensionsUpdated                            |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
        15           16           15   Medium      bool GMainWindow::parseExtensionsFile                          |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         6            7            6   Low         bool GMainWindow::writeExtensionsFile                          |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
        38           39           38   High        bool GMainWindow::parsePreferencesFile                         |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
        21           22           21   High        bool GMainWindow::writePreferencesFile                         |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GMainWindow.cpp
         4            4            4   Low         ui                                                             |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GSideBySideDialog.cpp
         1            1            1   Low         GSideBySideDialog::~GSideBySideDialog                          |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GSideBySideDialog.cpp
         5            5            5   Low         :QDialog                                                       |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GTableDialog.cpp
        16           20           16   Medium      void GTableDialog::on_cboResultsSelect_currentIndexChanged     |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GTableDialog.cpp
         3            3            3   Low         bool GUtil::openFile                                           |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/GUtil.cpp
         1            1            1   Low         int main                                                       |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/Qt_main.cpp
         1            1            1   Low         void WorkerThread::run                                         |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/UCCWorker.cpp
         1            1            1   Low         UCCWorker::UCCWorker                                           |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/UCCWorker.cpp
         1            1            1   Low         UCCWorker::~UCCWorker                                          |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/UCCWorker.cpp
         1            1            1   Low         WorkerThread*UCCWorker::startWorkInAThread                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//gui/UCCWorker.cpp
         1            1          N/A   Low         draw_square                                                    |   /Users/rishabhsharma/Downloads/GENERAL UCC//mindstorms.py
         1            1          N/A   Low         main                                                           |   /Users/rishabhsharma/Downloads/GENERAL UCC//mindstorms.py
         1            1          N/A   Low         main                                                           |   /Users/rishabhsharma/Downloads/GENERAL UCC//sendmessage.py
         1            1          N/A   Low         write                                                          |   /Users/rishabhsharma/Downloads/GENERAL UCC//shoppinglist/main.py
         1            1          N/A   Low         render_str                                                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//shoppinglist/main.py
         1            1          N/A   Low         render                                                         |   /Users/rishabhsharma/Downloads/GENERAL UCC//shoppinglist/main.py
         1            1          N/A   Low         get                                                            |   /Users/rishabhsharma/Downloads/GENERAL UCC//shoppinglist/main.py
         1            1          N/A   Low         main                                                           |   /Users/rishabhsharma/Downloads/GENERAL UCC//shoppinglist/main.py
         1            1            1   Low         CAdaCounter::CAdaCounter                                       |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CAdaCounter.cpp
         3            3            3   Low         int CAdaCounter::ReplaceQuote                                  |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CAdaCounter.cpp
        14           16           14   Medium      int CAdaCounter::CountDirectiveSLOC                            |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CAdaCounter.cpp
         5            5            5   Low         int CAdaCounter::LanguageSpecificProcess                       |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CAdaCounter.cpp
         3            3            3   Low         void CAdaCounter::FoundSLOC                                    |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CAdaCounter.cpp
        45           57           43   High        void CAdaCounter::LSLOC                                        |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CAdaCounter.cpp
        12           12           12   Medium      int CAdaCounter::ParseFunctionName                             |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CAdaCounter.cpp
         1            1            1   Low         CAssemblyCounter::CAssemblyCounter                             |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CAssemblyCounter.cpp
         1            1            1   Low         int CAssemblyCounter::PreCountProcess                          |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CAssemblyCounter.cpp
         6            8            6   Low         void CAssemblyCounter::FindLineCommentMarker                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CAssemblyCounter.cpp
        13           16           13   Medium      int CAssemblyCounter::LanguageSpecificProcess                  |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CAssemblyCounter.cpp
         6           27            6   Low         int CAssemblyCounter::SwitchSectionMode                        |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CAssemblyCounter.cpp
         1            1            1   Low         CBashCounter::CBashCounter                                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CBashCounter.cpp
         5            7            5   Low         int CBashCounter::PreCountProcess                              |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CBashCounter.cpp
         4            4            4   Low         int CBashCounter::LanguageSpecificProcess                      |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CBashCounter.cpp
        51           67           51   Very High   void CBashCounter::LSLOC                                       |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CBashCounter.cpp
        16           22           16   Medium      int CBashCounter::ParseFunctionName                            |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CBashCounter.cpp
         1            1            1   Low         CBatchCounter::CBatchCounter                                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CBatchCounter.cpp
         9           17            9   Low         int CBatchCounter::PreCountProcess                             |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CBatchCounter.cpp
         4            4            4   Low         int CBatchCounter::LanguageSpecificProcess                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CBatchCounter.cpp
        40           57           40   High        void CBatchCounter::LSLOC                                      |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CBatchCounter.cpp
         6            7            6   Low         int CBatchCounter::ParseFunctionName                           |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CBatchCounter.cpp
        23           34           23   High        int CBatchCounter::CountComplexity                             |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CBatchCounter.cpp
         1            1            1   Low         void ClearBaselineStats                                        |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/cc_main.cpp
         1            1            1   Low         void results::resetMetrics                                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/cc_main.cpp
         1            1            1   Low         void results::reset                                            |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/cc_main.cpp
         1            1            1   Low         void results::clearSLOC                                        |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/cc_main.cpp
         4            4            4   Low         bool results::addSLOC                                          |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/cc_main.cpp
         5            5            5   Low         bool results::addSLOC                                          |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/cc_main.cpp
         4            4            4   Low         bool results::isEmbeddedConsistent                             |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/cc_main.cpp
         1            1            1   Low         CCCounter::CCCounter                                           |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCCounter.cpp
         1            1            1   Low         CCFScriptCounter::CCFScriptCounter                             |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCFScriptCounter.cpp
         4            4            4   Low         int CCFScriptCounter::LanguageSpecificProcess                  |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCFScriptCounter.cpp
        57           81           53   Very High   void CCFScriptCounter::LSLOC                                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCFScriptCounter.cpp
        19           34           19   Medium      int CCFScriptCounter::ParseFunctionName                        |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCFScriptCounter.cpp
         8            8            8   Low         CCJavaCsScalaCounter::CCJavaCsScalaCounter                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCJavaCsScalaCounter.cpp
        14           16           14   Medium      int CCJavaCsScalaCounter::CountDirectiveSLOC                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCJavaCsScalaCounter.cpp
         4            4            4   Low         int CCJavaCsScalaCounter::LanguageSpecificProcess              |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCJavaCsScalaCounter.cpp
        60           86           56   Very High   void CCJavaCsScalaCounter::LSLOC                               |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCJavaCsScalaCounter.cpp
        21           36           21   High        int CCJavaCsScalaCounter::ParseFunctionName                    |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCJavaCsScalaCounter.cpp
         1            1            1   Low         CCobolCounter::CCobolCounter                                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCobolCounter.cpp
        13           14           13   Medium      int CCobolCounter::CountDirectiveSLOC                          |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCobolCounter.cpp
        26           28           26   High        int CCobolCounter::LanguageSpecificProcess                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCobolCounter.cpp
         6            6            6   Low         int CCobolCounter::TrimSourceLine                              |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCobolCounter.cpp
         4            4            4   Low         int CCobolCounter::TrimSequenceNumber                          |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCobolCounter.cpp
         2            3            2   Low         int CCobolCounter::TrimIndicator                               |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCobolCounter.cpp
         3            5            3   Low         int CCobolCounter::TrimAreaA                                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCobolCounter.cpp
         7            7            7   Low         int CCobolCounter::CountComplexity                             |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCobolCounter.cpp
         1            1            1   Low         CCodeCounter::CCodeCounter                                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         4            4            4   Low         CCodeCounter::~CCodeCounter                                    |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         1            1            1   Low         void CCodeCounter::InitializeCounts                            |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         1            1            1   Low         void CCodeCounter::InitializeResultsCounts                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         5            6            5   Low         int CCodeCounter::CountSLOC                                    |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
        14           21           14   Medium      bool CCodeCounter::IsSupportedFileExtension                    |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         7            7            7   Low         ofstream*CCodeCounter::GetOutputStream                         |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         3            3            3   Low         void CCodeCounter::CloseOutputStream                           |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         4            5            4   Low         size_t CCodeCounter::FindQuote                                 |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         6            8            6   Low         int CCodeCounter::ReplaceQuote                                 |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         3            3            3   Low         int CCodeCounter::CountBlankSLOC                               |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
        27           34           24   High        int CCodeCounter::CountCommentsSLOC                            |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
        21           26           18   High        int CCodeCounter::CountCommentsSLOCperLine                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
        11           12           11   Medium      int CCodeCounter::FindCommentStart                             |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
        55           76           55   Very High   int CCodeCounter::CountComplexity                              |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         5            5            5   Low         bool CCodeCounter::CanProcessCyclomaticComplexity              |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         3            3            3   Low         int CCodeCounter::LanguageSpecificProcess                      |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
        11           13           11   Medium      int CCodeCounter::ParseFile                                    |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
        23           23           23   High        int CCodeCounter::PreParseFile                                 |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         5            5            5   Low         void CCodeCounter::SetInPe                                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         4            4            4   Low         void CCodeCounter::AddToParse                                  |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         9            9            9   Low         int CCodeCounter::FindInPe                                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         4            4            4   Low         int CCodeCounter::FindSpecialInPe                              |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         6            6            6   Low         unsigned int CCodeCounter::StrTok                              |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
        43           46           31   High        unsigned int CCodeCounter::GetTokens                           |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
        33           33           17   High        int CCodeCounter::UpdateKeywordCount                           |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         8            9            8   Low         int CCodeCounter::ParseLine                                    |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCodeCounter.cpp
         1            1            1   Low         CColdFusionCounter::CColdFusionCounter                         |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CColdFusionCounter.cpp
         6            6            6   Low         int CColdFusionCounter::PreCountProcess                        |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CColdFusionCounter.cpp
         5            5            5   Low         int CColdFusionCounter::ParseFunctionName                      |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CColdFusionCounter.cpp
         1            1            1   Low         CCsharpCounter::CCsharpCounter                                 |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCsharpCounter.cpp
         8            9            8   Low         int CCsharpCounter::PreCountProcess                            |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCsharpCounter.cpp
         9           17            9   Low         int CCsharpCounter::ReplaceQuote                               |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCsharpCounter.cpp
         1            1            1   Low         CCsharpHtmlCounter::CCsharpHtmlCounter                         |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCsharpCounter.cpp
         1            1            1   Low         CCsharpXmlCounter::CCsharpXmlCounter                           |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCsharpCounter.cpp
         1            1            1   Low         CCsharpAspCounter::CCsharpAspCounter                           |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCsharpCounter.cpp
         1            1            1   Low         CCshCounter::CCshCounter                                       |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCshCounter.cpp
         5            7            5   Low         int CCshCounter::PreCountProcess                               |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCshCounter.cpp
         4            4            4   Low         int CCshCounter::LanguageSpecificProcess                       |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCshCounter.cpp
        48           64           48   High        void CCshCounter::LSLOC                                        |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCshCounter.cpp
        37           53           37   High        int CCshCounter::CountComplexity                               |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCshCounter.cpp
         7           10            7   Low         string CCshCounter::echoHelper                                 |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCshCounter.cpp
         1            1            1   Low         CCssCounter::CCssCounter                                       |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCssCounter.cpp
         5            5            5   Low         int CCssCounter::LanguageSpecificProcess                       |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCssCounter.cpp
         9           12            7   Low         void CCssCounter::LSLOC                                        |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CCssCounter.cpp
         1            1            1   Low         CDataCounter::CDataCounter                                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CDataCounter.cpp
         1            1            1   Low         CFortranCounter::CFortranCounter                               |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CFortranCounter.cpp
         5            8            5   Low         int CFortranCounter::PreCountProcess                           |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CFortranCounter.cpp
        35           49           32   High        int CFortranCounter::CountCommentsSLOC                         |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CFortranCounter.cpp
        15           16           15   Medium      int CFortranCounter::CountDirectiveSLOC                        |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CFortranCounter.cpp
         9           12            9   Low         int CFortranCounter::LanguageSpecificProcess                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CFortranCounter.cpp
        73           89           73   Very High   void CFortranCounter::LSLOC                                    |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CFortranCounter.cpp
         8            9            8   Low         int CFortranCounter::ParseFunctionName                         |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CFortranCounter.cpp
         1            1            1   Low         CHtmlCounter::CHtmlCounter                                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CHtmlCounter.cpp
         1            1            1   Low         CHtmlPhpCounter::CHtmlPhpCounter                               |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CHtmlCounter.cpp
         1            1            1   Low         CHtmlJspCounter::CHtmlJspCounter                               |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CHtmlCounter.cpp
         1            1            1   Low         CHtmlAspCounter::CHtmlAspCounter                               |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CHtmlCounter.cpp
         1            1            1   Low         CHtmlColdFusionCounter::CHtmlColdFusionCounter                 |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CHtmlCounter.cpp
         1            1            1   Low         CIdlCounter::CIdlCounter                                       |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CIdlCounter.cpp
        35           83           35   High        int CIdlCounter::PreCountProcess                               |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CIdlCounter.cpp
         7            7            7   Low         int CIdlCounter::CountDirectiveSLOC                            |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CIdlCounter.cpp
         4            4            4   Low         int CIdlCounter::LanguageSpecificProcess                       |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CIdlCounter.cpp
        73          120           66   Very High   void CIdlCounter::LSLOC                                        |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CIdlCounter.cpp
         8            8            8   Low         int CIdlCounter::ParseFunctionName                             |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CIdlCounter.cpp
         1            1            1   Low         CJavaCounter::CJavaCounter                                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CJavaCounter.cpp
         1            1            1   Low         CJavaJspCounter::CJavaJspCounter                               |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CJavaCounter.cpp
         1            1            1   Low         CJavascriptCounter::CJavascriptCounter                         |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CJavascriptCounter.cpp
        14           21           14   Medium      int CJavascriptCounter::ReplaceQuote                           |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CJavascriptCounter.cpp
        17           19           17   Medium      int CJavascriptCounter::CountDirectiveSLOC                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CJavascriptCounter.cpp
         7            7            7   Low         int CJavascriptCounter::LanguageSpecificProcess                |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CJavascriptCounter.cpp
        59           83           55   Very High   void CJavascriptCounter::LSLOC                                 |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CJavascriptCounter.cpp
         1            1            1   Low         CJavascriptPhpCounter::CJavascriptPhpCounter                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CJavascriptCounter.cpp
         1            1            1   Low         CJavascriptHtmlCounter::CJavascriptHtmlCounter                 |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CJavascriptCounter.cpp
         1            1            1   Low         CJavascriptXmlCounter::CJavascriptXmlCounter                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CJavascriptCounter.cpp
         1            1            1   Low         CJavascriptJspCounter::CJavascriptJspCounter                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CJavascriptCounter.cpp
         1            1            1   Low         CJavascriptAspServerCounter::CJavascriptAspServerCounter       |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CJavascriptCounter.cpp
         1            1            1   Low         CJavascriptAspClientCounter::CJavascriptAspClientCounter       |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CJavascriptCounter.cpp
         1            1            1   Low         CJavascriptColdFusionCounter::CJavascriptColdFusionCounter     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CJavascriptCounter.cpp
        26           35           26   High        int CJavascriptCounter::ParseFunctionName                      |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CJavascriptCounter.cpp
         1            1            1   Low         CMakefileCounter::CMakefileCounter                             |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CMakefileCounter.cpp
        14           15           14   Medium      int CMakefileCounter::CountDirectiveSLOC                       |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CMakefileCounter.cpp
         4            4            4   Low         int CMakefileCounter::LanguageSpecificProcess                  |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CMakefileCounter.cpp
         6            9            6   Low         void CMakefileCounter::LSLOC                                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CMakefileCounter.cpp
         1            1            1   Low         CMatlabCounter::CMatlabCounter                                 |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CMatlabCounter.cpp
        14           17           14   Medium      int CMatlabCounter::CountDirectiveSLOC                         |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CMatlabCounter.cpp
         4            4            4   Low         int CMatlabCounter::LanguageSpecificProcess                    |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CMatlabCounter.cpp
        30           39           23   High        void CMatlabCounter::LSLOC                                     |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CMatlabCounter.cpp
        15           16           15   Medium      int CMatlabCounter::ParseFunctionName                          |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CMatlabCounter.cpp
         1            1            1   Low         CMidasCounter::CMidasCounter                                   |   /Users/rishabhsharma/Downloads/GENERAL UCC//src/CMidasCounter.cpp
